task_id,failure_within_30d_target,maintenance_duration_hours_target,priority_score_target,priority_class_target,block_required_target
EVT-0002914,False,5.27,40,MEDIUM,False
EVT-0002915,True,6.44,45,MEDIUM,True
EVT-0002916,False,4.97,52,HIGH,True
EVT-0002917,False,5.1,36,MEDIUM,True
EVT-0002918,False,4.42,15,LOW,False
EVT-0002919,False,5.23,28,LOW,False
EVT-0002920,False,5.89,39,MEDIUM,False
EVT-0002921,True,7.08,69,HIGH,True
EVT-0002922,True,5.93,45,MEDIUM,False
EVT-0002923,False,3.43,44,MEDIUM,False
EVT-0002924,False,3.76,28,LOW,False
EVT-0002925,False,5.9,33,MEDIUM,False
EVT-0002926,False,4.71,43,MEDIUM,False
EVT-0002927,False,5.35,49,MEDIUM,True
EVT-0002928,False,3.73,35,MEDIUM,False
EVT-0002929,True,8.75,43,MEDIUM,False
EVT-0002930,False,2.02,37,MEDIUM,False
EVT-0002931,False,5.66,36,MEDIUM,False
EVT-0002932,False,4.11,37,MEDIUM,False
EVT-0002933,True,6.16,39,MEDIUM,True
EVT-0002934,False,5.1,45,MEDIUM,False
EVT-0002935,False,6.03,58,HIGH,True
EVT-0002936,False,4.06,60,HIGH,True
EVT-0002937,True,5.16,69,HIGH,False
EVT-0002938,True,4.22,57,HIGH,False
EVT-0002939,False,3.91,41,MEDIUM,False
EVT-0002940,False,3.14,50,HIGH,True
EVT-0002941,False,5.63,33,MEDIUM,False
EVT-0002942,False,5.74,10,LOW,False
EVT-0002943,False,2.91,20,LOW,False
EVT-0002944,True,5.17,65,HIGH,True
EVT-0002945,True,8.69,85,CRITICAL,True
EVT-0002946,False,3.35,27,LOW,False
EVT-0002947,False,4.24,41,MEDIUM,True
EVT-0002948,True,4.9,75,CRITICAL,True
EVT-0002949,False,3.61,30,MEDIUM,False
EVT-0002950,False,5.24,38,MEDIUM,False
EVT-0002951,False,5.52,39,MEDIUM,False
EVT-0002952,False,2.07,29,LOW,False
EVT-0002953,True,7.55,54,HIGH,True
EVT-0002954,False,5.72,37,MEDIUM,False
EVT-0002955,False,4.53,28,LOW,False
EVT-0002956,False,4.06,52,HIGH,False
EVT-0002957,False,4.46,46,MEDIUM,False
EVT-0002958,False,5.47,35,MEDIUM,False
EVT-0002959,False,3.47,26,LOW,False
EVT-0002960,False,4.54,50,HIGH,False
EVT-0002961,False,3.0,25,LOW,False
EVT-0002962,False,4.45,45,MEDIUM,False
EVT-0002963,False,8.9,55,HIGH,True
EVT-0002964,False,6.67,52,HIGH,False
EVT-0002965,False,3.68,50,HIGH,False
EVT-0002966,False,2.94,28,LOW,False
EVT-0002967,True,6.74,44,MEDIUM,True
EVT-0002968,False,3.22,30,MEDIUM,False
EVT-0002969,False,6.96,36,MEDIUM,False
EVT-0002970,False,4.41,31,MEDIUM,False
EVT-0002971,False,2.96,36,MEDIUM,False
EVT-0002972,False,7.32,41,MEDIUM,False
EVT-0002973,False,4.23,22,LOW,False
EVT-0002974,True,4.67,52,HIGH,False
EVT-0002975,False,4.55,26,LOW,False
EVT-0002976,False,6.15,41,MEDIUM,False
EVT-0002977,False,4.07,32,MEDIUM,False
EVT-0002978,False,2.13,38,MEDIUM,True
EVT-0002979,False,5.92,35,MEDIUM,False
EVT-0002980,False,3.78,32,MEDIUM,False
EVT-0002981,False,5.58,38,MEDIUM,False
EVT-0002982,True,4.8,53,HIGH,True
EVT-0002983,True,4.85,45,MEDIUM,True
EVT-0002984,True,5.23,43,MEDIUM,True
EVT-0002985,False,2.51,44,MEDIUM,False
EVT-0002986,False,1.62,23,LOW,False
EVT-0002987,False,9.07,70,HIGH,True
EVT-0002988,False,5.01,47,MEDIUM,False
EVT-0002989,False,5.54,32,MEDIUM,False
EVT-0002990,False,3.19,45,MEDIUM,False
EVT-0002991,False,1.87,45,MEDIUM,True
EVT-0002992,False,4.78,26,LOW,False
EVT-0002993,False,3.74,42,MEDIUM,False
EVT-0002994,False,2.28,42,MEDIUM,True
EVT-0002995,False,3.06,29,LOW,False
EVT-0002996,False,7.28,40,MEDIUM,False
EVT-0002997,False,4.64,46,MEDIUM,True
EVT-0002998,False,6.76,67,HIGH,True
EVT-0002999,False,5.0,39,MEDIUM,False
EVT-0003000,True,5.89,37,MEDIUM,False
EVT-0003001,False,7.05,53,HIGH,True
EVT-0003002,True,3.5,36,MEDIUM,False
EVT-0003003,False,3.76,28,LOW,False
EVT-0003004,False,4.43,55,HIGH,True
EVT-0003005,False,3.85,32,MEDIUM,False
EVT-0003006,False,1.9,34,MEDIUM,False
EVT-0003007,False,3.94,41,MEDIUM,True
EVT-0003008,False,1.62,21,LOW,False
EVT-0003009,False,2.7,16,LOW,False
EVT-0003010,False,8.68,47,MEDIUM,False
EVT-0003011,False,2.66,25,LOW,False
EVT-0003012,False,3.46,44,MEDIUM,False
EVT-0003013,False,3.53,30,MEDIUM,True
EVT-0003014,True,2.77,48,MEDIUM,False
EVT-0003015,True,2.51,39,MEDIUM,False
EVT-0003016,False,2.63,22,LOW,False
EVT-0003017,False,4.22,27,LOW,False
EVT-0003018,False,1.76,25,LOW,False
EVT-0003019,False,6.21,50,HIGH,False
EVT-0003020,False,4.87,44,MEDIUM,False
EVT-0003021,False,7.3,41,MEDIUM,True
EVT-0003022,False,3.98,18,LOW,False
EVT-0003023,False,3.02,46,MEDIUM,False
EVT-0003024,False,6.19,18,LOW,False
EVT-0003025,False,2.41,29,LOW,False
EVT-0003026,True,2.89,45,MEDIUM,False
EVT-0003027,False,5.19,39,MEDIUM,False
EVT-0003028,False,4.84,43,MEDIUM,False
EVT-0003029,False,8.35,58,HIGH,True
EVT-0003030,False,6.47,34,MEDIUM,False
EVT-0003031,False,1.65,25,LOW,False
EVT-0003032,False,3.74,27,LOW,False
EVT-0003033,False,2.87,34,MEDIUM,False
EVT-0003034,False,5.7,35,MEDIUM,False
EVT-0003035,False,6.58,28,LOW,False
EVT-0003036,False,2.74,15,LOW,False
EVT-0003037,True,5.43,42,MEDIUM,False
EVT-0003038,False,5.96,63,HIGH,False
EVT-0003039,False,3.7,49,MEDIUM,True
EVT-0003040,True,5.57,53,HIGH,True
EVT-0003041,False,6.48,53,HIGH,True
EVT-0003042,False,6.14,52,HIGH,True
EVT-0003043,True,7.72,47,MEDIUM,True
EVT-0003044,False,5.38,31,MEDIUM,True
EVT-0003045,False,5.83,32,MEDIUM,False
EVT-0003046,False,6.57,39,MEDIUM,True
EVT-0003047,True,7.9,57,HIGH,True
EVT-0003048,False,3.68,33,MEDIUM,False
EVT-0003049,False,2.74,15,LOW,False
EVT-0003050,False,2.52,40,MEDIUM,False
EVT-0003051,False,5.53,26,LOW,False
EVT-0003052,False,5.38,43,MEDIUM,True
EVT-0003053,False,2.75,35,MEDIUM,False
EVT-0003054,True,5.92,43,MEDIUM,False
EVT-0003055,False,5.39,29,LOW,False
EVT-0003056,False,5.16,32,MEDIUM,False
EVT-0003057,False,3.01,36,MEDIUM,False
EVT-0003058,True,6.11,52,HIGH,True
EVT-0003059,False,5.03,30,MEDIUM,False
EVT-0003060,False,4.02,46,MEDIUM,False
EVT-0003061,False,4.28,33,MEDIUM,False
EVT-0003062,False,1.02,38,MEDIUM,False
EVT-0003063,False,5.31,48,MEDIUM,False
EVT-0003064,False,4.67,58,HIGH,False
EVT-0003065,False,6.27,25,LOW,False
EVT-0003066,True,9.94,71,HIGH,True
EVT-0003067,False,5.46,28,LOW,False
EVT-0003068,False,3.59,30,MEDIUM,False
EVT-0003069,True,7.67,59,HIGH,True
EVT-0003070,False,3.83,47,MEDIUM,True
EVT-0003071,False,5.68,45,MEDIUM,False
EVT-0003072,False,4.21,38,MEDIUM,False
EVT-0003073,False,5.18,28,LOW,False
EVT-0003074,False,4.34,41,MEDIUM,True
EVT-0003075,False,4.51,22,LOW,False
EVT-0003076,False,5.39,38,MEDIUM,False
EVT-0003077,False,3.63,38,MEDIUM,False
EVT-0003078,False,5.85,22,LOW,False
EVT-0003079,False,4.62,23,LOW,False
EVT-0003080,True,5.19,55,HIGH,True
EVT-0003081,True,6.34,54,HIGH,False
EVT-0003082,True,4.74,32,MEDIUM,False
EVT-0003083,False,4.26,34,MEDIUM,False
EVT-0003084,False,4.87,38,MEDIUM,False
EVT-0003085,False,5.48,28,LOW,False
EVT-0003086,False,2.6,21,LOW,False
EVT-0003087,False,4.34,46,MEDIUM,False
EVT-0003088,False,6.89,63,HIGH,True
EVT-0003089,False,2.75,56,HIGH,False
EVT-0003090,False,2.67,33,MEDIUM,False
EVT-0003091,True,2.04,55,HIGH,True
EVT-0003092,True,5.59,40,MEDIUM,False
EVT-0003093,True,2.61,36,MEDIUM,False
EVT-0003094,False,3.12,41,MEDIUM,False
EVT-0003095,True,4.29,37,MEDIUM,False
EVT-0003096,True,2.79,30,MEDIUM,False
EVT-0003097,True,2.43,48,MEDIUM,False
EVT-0003098,True,5.79,42,MEDIUM,True
EVT-0003099,False,5.66,60,HIGH,True
EVT-0003100,False,5.15,31,MEDIUM,False
EVT-0003101,False,6.7,50,HIGH,True
EVT-0003102,True,6.54,48,MEDIUM,False
EVT-0003103,False,3.16,26,LOW,False
EVT-0003104,False,5.51,48,MEDIUM,False
EVT-0003105,True,4.15,49,MEDIUM,False
EVT-0003106,True,7.32,81,CRITICAL,True
EVT-0003107,False,4.02,46,MEDIUM,False
EVT-0003108,False,5.99,15,LOW,False
EVT-0003109,False,6.96,44,MEDIUM,False
EVT-0003110,False,3.64,40,MEDIUM,False
EVT-0003111,True,4.71,73,CRITICAL,True
EVT-0003112,False,5.15,42,MEDIUM,True
EVT-0003113,False,4.19,20,LOW,False
EVT-0003114,False,7.14,27,LOW,False
EVT-0003115,True,7.83,63,HIGH,True
EVT-0003116,False,5.12,50,HIGH,True
EVT-0003117,False,8.44,29,LOW,False
EVT-0003118,False,2.7,36,MEDIUM,False
EVT-0003119,True,3.33,47,MEDIUM,False
EVT-0003120,False,1.8,20,LOW,False
EVT-0003121,False,2.7,30,MEDIUM,False
EVT-0003122,False,4.97,31,MEDIUM,False
EVT-0003123,False,8.48,64,HIGH,True
EVT-0003124,False,6.19,24,LOW,False
EVT-0003125,False,5.49,33,MEDIUM,True
EVT-0003126,False,5.55,38,MEDIUM,False
EVT-0003127,False,4.68,46,MEDIUM,False
EVT-0003128,True,6.52,49,MEDIUM,False
EVT-0003129,False,5.57,37,MEDIUM,False
EVT-0003130,False,5.25,32,MEDIUM,False
EVT-0003131,False,4.69,42,MEDIUM,False
EVT-0003132,False,5.07,45,MEDIUM,False
EVT-0003133,False,0.63,40,MEDIUM,False
EVT-0003134,False,4.5,38,MEDIUM,False
EVT-0003135,False,7.44,44,MEDIUM,False
EVT-0003136,False,6.31,39,MEDIUM,False
EVT-0003137,False,4.23,35,MEDIUM,False
EVT-0003138,False,5.2,24,LOW,False
EVT-0003139,False,4.44,36,MEDIUM,False
EVT-0003140,False,1.66,37,MEDIUM,False
EVT-0003141,False,4.83,25,LOW,False
EVT-0003142,False,6.01,30,MEDIUM,False
EVT-0003143,False,4.13,47,MEDIUM,True
EVT-0003144,False,4.49,54,HIGH,True
EVT-0003145,False,2.31,25,LOW,False
EVT-0003146,False,6.12,34,MEDIUM,False
EVT-0003147,False,3.74,37,MEDIUM,False
EVT-0003148,False,8.76,58,HIGH,False
EVT-0003149,False,4.97,48,MEDIUM,False
EVT-0003150,False,3.44,27,LOW,False
EVT-0003151,True,4.41,50,HIGH,True
EVT-0003152,False,4.65,25,LOW,False
EVT-0003153,True,3.11,50,HIGH,False
EVT-0003154,False,4.7,52,HIGH,False
EVT-0003155,False,1.98,29,LOW,False
EVT-0003156,False,2.95,41,MEDIUM,False
EVT-0003157,False,4.44,25,LOW,False
EVT-0003158,False,4.94,26,LOW,False
EVT-0003159,True,6.22,43,MEDIUM,False
EVT-0003160,False,3.57,40,MEDIUM,False
EVT-0003161,True,5.45,56,HIGH,False
EVT-0003162,True,5.58,44,MEDIUM,False
EVT-0003163,False,5.46,34,MEDIUM,False
EVT-0003164,False,6.57,36,MEDIUM,False
EVT-0003165,False,5.32,42,MEDIUM,True
EVT-0003166,True,4.26,57,HIGH,False
EVT-0003167,False,3.53,24,LOW,False
EVT-0003168,False,5.03,27,LOW,False
EVT-0003169,False,5.74,37,MEDIUM,False
EVT-0003170,False,2.81,37,MEDIUM,False
EVT-0003171,False,4.94,53,HIGH,False
EVT-0003172,False,7.24,46,MEDIUM,False
EVT-0003173,False,7.64,45,MEDIUM,False
EVT-0003174,False,4.37,34,MEDIUM,False
EVT-0003175,True,4.1,29,LOW,False
EVT-0003176,True,9.26,54,HIGH,False
EVT-0003177,False,4.49,35,MEDIUM,False
EVT-0003178,False,6.16,48,MEDIUM,False
EVT-0003179,False,4.37,53,HIGH,True
EVT-0003180,False,5.29,64,HIGH,True
EVT-0003181,True,7.18,52,HIGH,True
EVT-0003182,False,3.23,23,LOW,False
EVT-0003183,False,4.29,38,MEDIUM,False
EVT-0003184,False,8.45,43,MEDIUM,False
EVT-0003185,False,3.18,28,LOW,False
EVT-0003186,False,4.1,66,HIGH,False
EVT-0003187,True,5.93,50,HIGH,False
EVT-0003188,False,1.65,18,LOW,False
EVT-0003189,False,4.62,27,LOW,False
EVT-0003190,False,3.03,42,MEDIUM,False
EVT-0003191,True,7.08,72,CRITICAL,True
EVT-0003192,False,4.01,36,MEDIUM,False
EVT-0003193,True,5.82,45,MEDIUM,False
EVT-0003194,False,1.56,38,MEDIUM,False
EVT-0003195,False,8.71,49,MEDIUM,False
EVT-0003196,False,4.39,29,LOW,False
EVT-0003197,False,7.63,41,MEDIUM,False
EVT-0003198,True,6.63,32,MEDIUM,False
EVT-0003199,False,3.49,64,HIGH,False
EVT-0003200,False,3.08,34,MEDIUM,False
EVT-0003201,False,6.76,39,MEDIUM,False
EVT-0003202,False,4.0,41,MEDIUM,False
EVT-0003203,False,4.36,32,MEDIUM,False
EVT-0003204,True,4.68,29,LOW,False
EVT-0003205,False,3.25,43,MEDIUM,True
EVT-0003206,False,4.6,24,LOW,False
EVT-0003207,False,4.87,39,MEDIUM,False
EVT-0003208,False,4.46,40,MEDIUM,False
EVT-0003209,False,2.59,29,LOW,False
EVT-0003210,True,3.9,53,HIGH,False
EVT-0003211,True,5.56,44,MEDIUM,False
EVT-0003212,True,7.36,54,HIGH,False
EVT-0003213,True,7.32,42,MEDIUM,True
EVT-0003214,True,6.31,71,HIGH,False
EVT-0003215,False,2.27,32,MEDIUM,False
EVT-0003216,True,5.45,48,MEDIUM,True
EVT-0003217,False,5.49,44,MEDIUM,False
EVT-0003218,False,6.46,34,MEDIUM,False
EVT-0003219,True,8.08,54,HIGH,True
EVT-0003220,False,5.22,38,MEDIUM,False
EVT-0003221,False,6.38,47,MEDIUM,True
EVT-0003222,False,5.69,20,LOW,False
EVT-0003223,False,5.8,36,MEDIUM,True
EVT-0003224,False,7.43,58,HIGH,True
EVT-0003225,False,4.62,47,MEDIUM,True
EVT-0003226,False,4.75,29,LOW,False
EVT-0003227,False,5.09,44,MEDIUM,True
EVT-0003228,False,4.19,37,MEDIUM,False
EVT-0003229,False,6.87,58,HIGH,True
EVT-0003230,False,2.99,40,MEDIUM,False
EVT-0003231,True,6.84,58,HIGH,False
EVT-0003232,False,2.97,31,MEDIUM,False
EVT-0003233,False,5.16,44,MEDIUM,True
EVT-0003234,False,1.55,29,LOW,False
EVT-0003235,False,4.37,32,MEDIUM,False
EVT-0003236,True,3.09,46,MEDIUM,False
EVT-0003237,False,2.07,21,LOW,False
EVT-0003238,False,5.25,38,MEDIUM,False
EVT-0003239,False,7.27,38,MEDIUM,False
EVT-0003240,False,4.34,19,LOW,False
EVT-0003241,True,6.06,50,HIGH,False
EVT-0003242,False,4.85,34,MEDIUM,False
EVT-0003243,False,7.98,53,HIGH,False
EVT-0003244,False,4.99,34,MEDIUM,False
EVT-0003245,False,1.49,60,HIGH,False
EVT-0003246,True,4.73,63,HIGH,True
EVT-0003247,False,5.59,42,MEDIUM,False
EVT-0003248,False,5.06,30,MEDIUM,False
EVT-0003249,False,6.12,41,MEDIUM,False
EVT-0003250,False,4.39,45,MEDIUM,False
EVT-0003251,False,5.78,45,MEDIUM,True
EVT-0003252,False,3.3,33,MEDIUM,False
EVT-0003253,False,4.87,34,MEDIUM,False
EVT-0003254,False,5.47,58,HIGH,True
EVT-0003255,False,4.65,26,LOW,False
EVT-0003256,True,4.93,58,HIGH,True
EVT-0003257,True,5.8,47,MEDIUM,False
EVT-0003258,False,4.7,36,MEDIUM,False
EVT-0003259,False,3.79,17,LOW,False
EVT-0003260,False,5.71,52,HIGH,True
EVT-0003261,True,4.85,49,MEDIUM,True
EVT-0003262,True,5.07,41,MEDIUM,False
EVT-0003263,False,3.48,36,MEDIUM,False
EVT-0003264,True,4.53,54,HIGH,True
EVT-0003265,False,4.03,58,HIGH,False
EVT-0003266,True,5.45,47,MEDIUM,False
EVT-0003267,False,5.48,59,HIGH,False
EVT-0003268,True,3.8,25,LOW,False
EVT-0003269,False,2.62,27,LOW,True
EVT-0003270,False,2.02,41,MEDIUM,False
EVT-0003271,False,5.21,46,MEDIUM,False
EVT-0003272,False,5.46,30,MEDIUM,False
EVT-0003273,False,3.88,38,MEDIUM,False
EVT-0003274,True,1.59,70,HIGH,True
EVT-0003275,False,5.45,45,MEDIUM,False
EVT-0003276,True,3.01,37,MEDIUM,False
EVT-0003277,False,3.94,27,LOW,False
EVT-0003278,False,4.29,43,MEDIUM,False
EVT-0003279,False,3.57,43,MEDIUM,True
EVT-0003280,False,0.8,45,MEDIUM,False
EVT-0003281,False,3.52,35,MEDIUM,False
EVT-0003282,False,3.66,20,LOW,False
EVT-0003283,False,4.32,25,LOW,False
EVT-0003284,True,3.96,29,LOW,False
EVT-0003285,False,2.87,20,LOW,False
EVT-0003286,False,4.52,43,MEDIUM,False
EVT-0003287,False,4.65,45,MEDIUM,False
EVT-0003288,False,5.23,42,MEDIUM,True
EVT-0003289,False,3.61,36,MEDIUM,False
EVT-0003290,False,4.51,25,LOW,False
EVT-0003291,False,2.39,37,MEDIUM,False
EVT-0003292,False,3.5,24,LOW,False
EVT-0003293,True,8.14,45,MEDIUM,False
EVT-0003294,False,8.05,48,MEDIUM,True
EVT-0003295,False,4.91,52,HIGH,False
EVT-0003296,False,4.37,16,LOW,False
EVT-0003297,False,5.36,39,MEDIUM,True
EVT-0003298,False,7.47,43,MEDIUM,True
EVT-0003299,True,3.99,52,HIGH,True
EVT-0003300,False,3.79,35,MEDIUM,False
EVT-0003301,False,5.21,39,MEDIUM,False
EVT-0003302,False,3.64,53,HIGH,False
EVT-0003303,False,3.53,35,MEDIUM,False
EVT-0003304,False,3.95,36,MEDIUM,False
EVT-0003305,False,8.0,38,MEDIUM,True
EVT-0003306,True,6.62,58,HIGH,True
EVT-0003307,False,4.74,20,LOW,False
EVT-0003308,False,4.25,70,HIGH,True
EVT-0003309,False,4.18,34,MEDIUM,False
EVT-0003310,False,6.64,53,HIGH,True
EVT-0003311,False,5.5,40,MEDIUM,False
EVT-0003312,True,4.17,66,HIGH,True
EVT-0003313,True,5.0,56,HIGH,True
EVT-0003314,False,5.84,60,HIGH,True
EVT-0003315,False,7.28,43,MEDIUM,False
EVT-0003316,False,3.84,42,MEDIUM,False
EVT-0003317,False,8.27,46,MEDIUM,True
EVT-0003318,False,4.68,26,LOW,False
EVT-0003319,False,6.68,63,HIGH,True
EVT-0003320,True,6.62,67,HIGH,True
EVT-0003321,False,6.42,44,MEDIUM,False
EVT-0003322,False,6.92,44,MEDIUM,True
EVT-0003323,False,3.65,44,MEDIUM,True
EVT-0003324,False,4.39,59,HIGH,False
EVT-0003325,False,3.33,53,HIGH,False
EVT-0003326,False,3.58,26,LOW,False
EVT-0003327,False,4.93,58,HIGH,True
EVT-0003328,True,7.09,46,MEDIUM,False
EVT-0003329,False,3.81,29,LOW,False
EVT-0003330,False,3.77,44,MEDIUM,False
EVT-0003331,False,6.86,28,LOW,False
EVT-0003332,False,5.65,73,CRITICAL,True
EVT-0003333,True,3.25,58,HIGH,True
EVT-0003334,True,6.01,49,MEDIUM,False
EVT-0003335,True,4.37,57,HIGH,True
EVT-0003336,False,4.78,23,LOW,False
EVT-0003337,False,5.21,26,LOW,False
EVT-0003338,False,4.83,29,LOW,False
EVT-0003339,False,4.24,29,LOW,False
EVT-0003340,True,7.43,58,HIGH,False
EVT-0003341,False,6.46,38,MEDIUM,False
EVT-0003342,False,2.92,23,LOW,False
EVT-0003343,True,5.87,50,HIGH,False
EVT-0003344,False,5.47,37,MEDIUM,False
EVT-0003345,False,3.85,36,MEDIUM,False
EVT-0003346,False,3.53,25,LOW,False
EVT-0003347,True,6.68,47,MEDIUM,True
EVT-0003348,False,7.27,47,MEDIUM,False
EVT-0003349,False,5.77,39,MEDIUM,False
EVT-0003350,False,7.43,27,LOW,False
EVT-0003351,False,1.52,26,LOW,False
EVT-0003352,False,9.49,29,LOW,False
EVT-0003353,False,2.63,35,MEDIUM,False
EVT-0003354,False,6.47,25,LOW,False
EVT-0003355,False,4.02,32,MEDIUM,False
EVT-0003356,False,6.37,30,MEDIUM,False
EVT-0003357,False,7.44,61,HIGH,False
EVT-0003358,False,3.21,29,LOW,False
EVT-0003359,False,6.64,54,HIGH,True
EVT-0003360,False,4.24,28,LOW,False
EVT-0003361,False,4.59,49,MEDIUM,False
EVT-0003362,False,2.43,38,MEDIUM,True
EVT-0003363,False,4.33,37,MEDIUM,False
EVT-0003364,False,2.88,42,MEDIUM,False
EVT-0003365,False,3.63,17,LOW,False
EVT-0003366,False,6.54,24,LOW,False
EVT-0003367,False,3.33,52,HIGH,False
EVT-0003368,False,3.4,45,MEDIUM,True
EVT-0003369,False,8.47,32,MEDIUM,False
EVT-0003370,False,3.75,40,MEDIUM,False
EVT-0003371,False,4.82,36,MEDIUM,False
EVT-0003372,False,3.9,43,MEDIUM,False
EVT-0003373,True,6.06,48,MEDIUM,True
EVT-0003374,False,3.47,25,LOW,False
EVT-0003375,False,5.01,38,MEDIUM,False
EVT-0003376,False,3.54,24,LOW,False
EVT-0003377,False,4.42,39,MEDIUM,False
EVT-0003378,False,6.91,45,MEDIUM,True
EVT-0003379,False,5.82,42,MEDIUM,False
EVT-0003380,True,6.61,67,HIGH,True
EVT-0003381,False,5.29,28,LOW,False
EVT-0003382,False,6.47,34,MEDIUM,False
EVT-0003383,False,2.89,36,MEDIUM,False
EVT-0003384,True,4.22,41,MEDIUM,False
EVT-0003385,False,6.62,52,HIGH,False
EVT-0003386,False,5.79,55,HIGH,True
EVT-0003387,False,3.56,37,MEDIUM,False
EVT-0003388,False,4.63,38,MEDIUM,False
EVT-0003389,False,5.07,41,MEDIUM,False
EVT-0003390,False,4.07,19,LOW,False
EVT-0003391,False,3.73,33,MEDIUM,False
EVT-0003392,True,4.5,45,MEDIUM,False
EVT-0003393,False,4.26,41,MEDIUM,False
EVT-0003394,False,6.67,44,MEDIUM,True
EVT-0003395,True,6.09,68,HIGH,True
EVT-0003396,False,7.32,49,MEDIUM,False
EVT-0003397,True,3.26,44,MEDIUM,False
EVT-0003398,False,4.04,21,LOW,False
EVT-0003399,False,5.21,41,MEDIUM,False
EVT-0003400,False,6.81,36,MEDIUM,False
EVT-0003401,True,3.57,42,MEDIUM,False
EVT-0003402,True,3.39,54,HIGH,True
EVT-0003403,True,6.54,74,CRITICAL,True
EVT-0003404,False,2.59,34,MEDIUM,False
EVT-0003405,False,4.02,43,MEDIUM,False
EVT-0003406,False,9.28,71,HIGH,True
EVT-0003407,False,3.63,37,MEDIUM,False
EVT-0003408,False,4.12,33,MEDIUM,False
EVT-0003409,False,3.6,39,MEDIUM,False
EVT-0003410,True,4.59,42,MEDIUM,False
EVT-0003411,False,4.63,27,LOW,False
EVT-0003412,True,5.72,58,HIGH,False
EVT-0003413,False,4.12,33,MEDIUM,False
EVT-0003414,False,4.89,47,MEDIUM,True
EVT-0003415,False,3.97,22,LOW,False
EVT-0003416,False,4.81,41,MEDIUM,False
EVT-0003417,False,3.53,47,MEDIUM,False
EVT-0003418,False,5.75,39,MEDIUM,False
EVT-0003419,False,4.35,51,HIGH,True
EVT-0003420,False,3.3,32,MEDIUM,False
EVT-0003421,False,4.29,47,MEDIUM,True
EVT-0003422,False,9.38,44,MEDIUM,False
EVT-0003423,False,3.78,37,MEDIUM,False
EVT-0003424,False,3.67,27,LOW,False
EVT-0003425,False,5.24,49,MEDIUM,False
EVT-0003426,False,4.9,52,HIGH,True
EVT-0003427,False,4.52,36,MEDIUM,False
EVT-0003428,False,4.34,33,MEDIUM,False
EVT-0003429,False,3.22,15,LOW,False
EVT-0003430,False,5.03,26,LOW,False
EVT-0003431,False,1.91,39,MEDIUM,False
EVT-0003432,False,6.49,54,HIGH,True
EVT-0003433,True,6.68,78,CRITICAL,True
EVT-0003434,False,3.41,27,LOW,False
EVT-0003435,False,4.89,32,MEDIUM,False
EVT-0003436,True,3.76,37,MEDIUM,False
EVT-0003437,False,3.42,34,MEDIUM,False
EVT-0003438,True,7.09,84,CRITICAL,True
EVT-0003439,False,7.49,56,HIGH,True
EVT-0003440,False,6.49,65,HIGH,True
EVT-0003441,True,5.99,58,HIGH,True
EVT-0003442,False,4.36,46,MEDIUM,False
EVT-0003443,False,2.51,29,LOW,False
EVT-0003444,False,5.84,16,LOW,False
EVT-0003445,False,5.52,34,MEDIUM,False
EVT-0003446,False,4.03,47,MEDIUM,True
EVT-0003447,False,6.58,29,LOW,False
EVT-0003448,False,8.07,67,HIGH,True
EVT-0003449,False,4.78,27,LOW,False
EVT-0003450,False,3.29,42,MEDIUM,False
EVT-0003451,False,4.42,48,MEDIUM,False
EVT-0003452,False,4.39,38,MEDIUM,False
EVT-0003453,False,5.73,46,MEDIUM,False
EVT-0003454,False,5.42,53,HIGH,False
EVT-0003455,True,6.46,58,HIGH,True
EVT-0003456,False,4.9,40,MEDIUM,False
EVT-0003457,False,4.35,44,MEDIUM,False
EVT-0003458,False,5.06,30,MEDIUM,False
EVT-0003459,False,4.62,35,MEDIUM,False
EVT-0003460,True,8.4,84,CRITICAL,True
EVT-0003461,False,3.75,56,HIGH,True
EVT-0003462,False,4.02,34,MEDIUM,False
EVT-0003463,False,1.39,27,LOW,False
EVT-0003464,False,6.15,49,MEDIUM,False
EVT-0003465,False,3.12,40,MEDIUM,False
EVT-0003466,True,3.31,58,HIGH,False
EVT-0003467,False,3.8,27,LOW,False
EVT-0003468,False,5.54,51,HIGH,True
EVT-0003469,False,4.39,18,LOW,False
EVT-0003470,False,6.9,40,MEDIUM,True
EVT-0003471,False,4.02,37,MEDIUM,False
EVT-0003472,False,5.61,36,MEDIUM,False
EVT-0003473,False,6.41,40,MEDIUM,True
EVT-0003474,False,5.09,40,MEDIUM,False
EVT-0003475,False,2.81,29,LOW,True
EVT-0003476,False,4.41,24,LOW,False
EVT-0003477,False,6.7,61,HIGH,False
EVT-0003478,False,4.92,46,MEDIUM,False
EVT-0003479,False,1.79,61,HIGH,False
EVT-0003480,False,4.77,11,LOW,False
EVT-0003481,True,4.08,50,HIGH,True
EVT-0003482,False,8.19,34,MEDIUM,False
EVT-0003483,False,3.06,48,MEDIUM,False
EVT-0003484,False,5.8,42,MEDIUM,False
EVT-0003485,False,4.71,25,LOW,False
EVT-0003486,True,3.21,73,CRITICAL,True
EVT-0003487,True,6.59,49,MEDIUM,False
EVT-0003488,False,5.8,28,LOW,False
EVT-0003489,False,6.02,27,LOW,False
EVT-0003490,True,7.34,53,HIGH,True
EVT-0003491,True,7.7,40,MEDIUM,False
EVT-0003492,False,5.42,48,MEDIUM,False
EVT-0003493,True,7.04,55,HIGH,False
EVT-0003494,False,4.46,33,MEDIUM,False
EVT-0003495,False,4.31,27,LOW,False
EVT-0003496,False,3.14,32,MEDIUM,False
